age,workclass,education,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,target
41,Private,0,Divorced,Handlers-cleaners,Unmarried,White,Male,equal to 0,55,United-States,0
57,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,Poland,1
21,Private,1,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,25,United-States,0
19,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,40,United-States,0
28,Private,2,Never-married,Exec-managerial,Own-child,White,Female,equal to 0,45,United-States,0
42,Federal-gov,3,Divorced,Adm-clerical,Not-in-family,White,Male,between -50K and 0,60,United-States,0
29,Self-emp-not-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,55,United-States,0
38,Private,1,Separated,Prof-specialty,Unmarried,White,Female,equal to 0,25,United-States,0
26,Private,1,Never-married,Other-service,Own-child,White,Male,equal to 0,20,United-States,0
41,Private,1,Never-married,Craft-repair,Unmarried,White,Male,between -50K and 0,60,United-States,1
40,Private,1,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
36,Self-emp-not-inc,4,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,1
28,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
25,Self-emp-not-inc,2,Never-married,Adm-clerical,Not-in-family,Black,Female,equal to 0,20,United-States,0
42,Self-emp-not-inc,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,60,United-States,0
32,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
32,Private,1,Never-married,Adm-clerical,Own-child,White,Male,equal to 0,30,United-States,0
37,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
39,Local-gov,0,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,56,United-States,0
49,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
28,Private,0,Never-married,Prof-specialty,Not-in-family,Black,Male,equal to 0,40,United-States,0
24,Private,0,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,20,United-States,0
19,Private,0,Never-married,Sales,Not-in-family,White,Female,equal to 0,40,United-States,0
31,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
40,Private,0,Divorced,Machine-op-inspct,Not-in-family,White,Female,equal to 0,40,United-States,0
29,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,30,Mexico,0
59,Private,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,48,United-States,0
52,Private,1,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,1
27,Private,2,Never-married,Exec-managerial,Own-child,White,Male,equal to 0,40,United-States,0
45,Local-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,45,United-States,1
58,Private,2,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,equal to 0,40,South,0
53,Private,2,Never-married,Exec-managerial,Own-child,White,Male,equal to 0,40,Cuba,0
23,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,25,United-States,0
35,Private,0,Divorced,Handlers-cleaners,Other-relative,White,Male,equal to 0,40,United-States,0
49,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
49,Private,1,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
25,Private,0,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
47,Private,3,Divorced,Prof-specialty,Unmarried,White,Female,equal to 0,50,United-States,1
28,Private,1,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
20,Private,1,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,30,United-States,0
74,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,56,Mexico,0
19,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,24,United-States,0
28,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,between 0 and 50K,40,United-States,0
31,Private,1,Divorced,Adm-clerical,Unmarried,Black,Female,equal to 0,40,United-States,0
61,Private,1,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
30,Private,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,53,United-States,0
20,Private,1,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,Germany,0
35,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,1
23,Private,2,Never-married,Other-service,Own-child,White,Male,equal to 0,40,United-States,0
25,Private,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,30,United-States,1
19,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,30,United-States,0
30,Private,3,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,45,United-States,1
26,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,35,United-States,0
34,Local-gov,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,45,United-States,0
49,Private,2,Divorced,Exec-managerial,Unmarried,Black,Female,equal to 0,40,United-States,0
35,Private,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,between -50K and 0,40,United-States,0
38,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,40,United-States,0
36,Private,0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,equal to 0,20,United-States,0
33,Private,0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,equal to 0,48,United-States,1
54,Private,1,Never-married,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
19,Local-gov,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
18,Never-worked,0,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,United-States,0
60,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
28,Self-emp-not-inc,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
43,Self-emp-not-inc,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
49,Local-gov,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
25,Private,2,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,70,United-States,0
17,Private,0,Never-married,Sales,Own-child,White,Male,equal to 0,20,United-States,0
41,Self-emp-inc,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,60,United-States,1
30,Private,1,Married-civ-spouse,Transport-moving,Husband,Black,Male,equal to 0,35,United-States,0
25,Private,0,Never-married,Protective-serv,Other-relative,White,Male,equal to 0,40,United-States,0
27,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,35,United-States,0
29,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
55,Private,1,Married-civ-spouse,Protective-serv,Husband,Black,Male,equal to 0,40,United-States,1
31,Federal-gov,2,Never-married,Exec-managerial,Not-in-family,Black,Female,equal to 0,40,United-States,0
43,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,99,United-States,0
63,Private,3,Separated,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,1
46,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
59,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
42,Private,2,Married-civ-spouse,Exec-managerial,Wife,Black,Female,equal to 0,50,United-States,1
26,Private,2,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,20,United-States,0
26,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,45,United-States,0
20,Private,1,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,30,United-States,0
19,Private,0,Never-married,Prof-specialty,Not-in-family,Black,Female,equal to 0,40,United-States,0
61,Private,0,Divorced,Handlers-cleaners,Not-in-family,White,Male,equal to 0,40,Puerto-Rico,1
23,State-gov,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
24,Private,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,40,United-States,0
35,Private,2,Divorced,Tech-support,Unmarried,White,Male,between 0 and 50K,40,Germany,1
42,Self-emp-not-inc,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,12,United-States,0
31,Private,0,Divorced,Other-service,Unmarried,White,Female,equal to 0,21,United-States,0
31,Private,0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,equal to 0,55,United-States,0
63,Private,2,Widowed,Adm-clerical,Not-in-family,White,Female,equal to 0,25,United-States,0
29,State-gov,1,Never-married,Tech-support,Not-in-family,White,Female,between -50K and 0,64,United-States,0
43,State-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
22,Private,2,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,equal to 0,10,Vietnam,0
17,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,25,United-States,0
23,Self-emp-not-inc,2,Never-married,Adm-clerical,Own-child,White,Male,between -50K and 0,40,United-States,1
35,Private,0,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,45,United-States,0
32,Private,0,Divorced,Other-service,Unmarried,Other,Female,equal to 0,28,United-States,0
50,Self-emp-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,60,United-States,1
25,Private,0,Never-married,Transport-moving,Other-relative,White,Male,equal to 0,40,United-States,0
26,Local-gov,3,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
32,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
29,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,50,United-States,0
57,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
35,Private,1,Divorced,Prof-specialty,Unmarried,White,Female,equal to 0,40,United-States,1
31,Self-emp-not-inc,1,Married-civ-spouse,Sales,Husband,Black,Male,equal to 0,60,United-States,1
60,Private,0,Divorced,Sales,Not-in-family,White,Female,equal to 0,33,United-States,0
21,Private,1,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,between -50K and 0,40,United-States,0
71,Local-gov,3,Widowed,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
22,Private,1,Never-married,Other-service,Own-child,White,Male,equal to 0,30,United-States,0
50,Local-gov,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
37,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,45,United-States,1
23,Private,0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,equal to 0,40,Vietnam,0
74,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,30,United-States,0
67,Private,1,Married-civ-spouse,Sales,Husband,White,Male,between -50K and 0,70,United-States,0
59,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,43,United-States,1
28,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,between -50K and 0,40,United-States,0
45,Private,0,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,equal to 0,40,United-States,0
63,Self-emp-not-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,20,United-States,0
39,Private,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,63,United-States,0
33,State-gov,1,Divorced,Other-service,Unmarried,Black,Female,equal to 0,40,United-States,0
32,Private,2,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,equal to 0,40,South,0
34,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between -50K and 0,45,United-States,1
39,Private,0,Never-married,Handlers-cleaners,Other-relative,White,Male,equal to 0,40,United-States,0
29,State-gov,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,36,United-States,0
22,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
53,Private,2,Divorced,Sales,Not-in-family,White,Female,between 0 and 50K,43,United-States,1
46,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,42,United-States,0
51,Private,1,Married-civ-spouse,Other-service,Wife,White,Female,equal to 0,40,United-States,1
44,Private,3,Divorced,Prof-specialty,Not-in-family,White,Female,between 0 and 50K,99,United-States,0
56,State-gov,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
27,Private,2,Never-married,Adm-clerical,Own-child,Black,Female,equal to 0,40,United-States,0
52,Private,0,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,equal to 0,30,China,0
39,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,1
45,Federal-gov,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,40,United-States,1
37,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,45,United-States,0
33,Private,0,Divorced,Adm-clerical,Own-child,White,Male,equal to 0,40,United-States,0
35,Private,0,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,4,United-States,0
46,Private,0,Married-civ-spouse,Craft-repair,Wife,White,Female,equal to 0,45,Italy,0
35,Private,0,Married-civ-spouse,Craft-repair,Wife,White,Female,equal to 0,50,United-States,0
33,Private,0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,equal to 0,50,United-States,0
48,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
32,Private,0,Divorced,Machine-op-inspct,Own-child,White,Male,equal to 0,50,United-States,0
18,Private,0,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,United-States,0
20,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,32,United-States,0
35,Private,0,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,equal to 0,60,United-States,0
19,Private,0,Never-married,Handlers-cleaners,Own-child,White,Female,equal to 0,25,United-States,0
21,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,40,United-States,0
56,Private,0,Separated,Machine-op-inspct,Not-in-family,White,Female,equal to 0,40,United-States,0
28,Private,2,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,16,El-Salvador,0
45,Private,0,Divorced,Craft-repair,Unmarried,White,Female,equal to 0,40,United-States,0
32,Private,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,45,United-States,0
44,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,12,United-States,0
55,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
34,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,1
33,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
36,Private,2,Never-married,Exec-managerial,Own-child,White,Male,equal to 0,55,United-States,0
25,Private,0,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,40,United-States,0
28,Private,2,Never-married,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
39,Private,2,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,55,United-States,1
53,Private,0,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,equal to 0,40,Columbia,0
47,Private,0,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,between 0 and 50K,45,United-States,0
49,Self-emp-inc,1,Divorced,Exec-managerial,Not-in-family,White,Male,equal to 0,60,United-States,0
22,Private,0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,equal to 0,40,United-States,0
31,Private,1,Never-married,Adm-clerical,Other-relative,White,Male,equal to 0,40,United-States,0
44,Self-emp-inc,1,Divorced,Other-service,Unmarried,White,Male,equal to 0,80,United-States,0
19,Private,0,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,United-States,0
37,Self-emp-not-inc,0,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
60,Private,0,Widowed,Prof-specialty,Not-in-family,White,Male,equal to 0,35,Poland,0
23,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,25,United-States,0
44,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 99999,65,United-States,1
54,Local-gov,0,Married-civ-spouse,Other-service,Wife,White,Female,equal to 0,35,United-States,0
23,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,38,United-States,0
21,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,10,United-States,0
19,State-gov,1,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,25,United-States,0
51,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,20,United-States,1
41,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,50,United-States,1
61,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,between 0 and 50K,18,United-States,1
19,Self-emp-not-inc,0,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,equal to 0,40,United-States,0
22,Private,2,Never-married,Sales,Own-child,White,Male,equal to 0,40,United-States,0
22,Private,0,Never-married,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
49,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,32,United-States,0
35,Private,0,Divorced,Machine-op-inspct,Not-in-family,White,Male,equal to 0,50,United-States,0
38,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
29,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
56,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,45,United-States,1
41,Private,1,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,80,United-States,0
62,Self-emp-inc,3,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,45,United-States,1
27,Private,0,Never-married,Protective-serv,Own-child,White,Male,equal to 0,40,Japan,0
55,Private,0,Divorced,Prof-specialty,Not-in-family,White,Female,equal to 0,40,England,0
25,Private,0,Never-married,Sales,Not-in-family,White,Male,between 0 and 50K,42,United-States,0
33,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,75,United-States,1
26,Private,0,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
43,Private,0,Divorced,Machine-op-inspct,Not-in-family,White,Male,equal to 0,45,United-States,0
53,Federal-gov,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,1
43,Private,2,Divorced,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
56,Private,0,Divorced,Craft-repair,Unmarried,White,Male,equal to 0,35,United-States,0
25,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,50,United-States,0
60,Private,3,Divorced,Prof-specialty,Other-relative,Black,Male,equal to 0,40,United-States,0
28,Private,1,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
21,Private,0,Never-married,Machine-op-inspct,Unmarried,White,Male,equal to 0,40,Mexico,0
40,Private,2,Never-married,Adm-clerical,Unmarried,Black,Female,between 0 and 50K,40,United-States,0
29,Private,0,Married-civ-spouse,Craft-repair,Husband,Black,Male,equal to 0,40,United-States,0
20,Private,1,Never-married,Craft-repair,Own-child,White,Female,equal to 0,25,United-States,0
25,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,80,United-States,1
18,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,10,United-States,0
32,State-gov,1,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,35,United-States,0
27,Private,0,Never-married,Other-service,Own-child,Other,Male,equal to 0,35,Dominican-Republic,0
48,Private,0,Widowed,Machine-op-inspct,Not-in-family,White,Female,equal to 0,16,United-States,0
20,Private,1,Never-married,Sales,Own-child,White,Female,equal to 0,25,United-States,0
55,Private,0,Divorced,Sales,Not-in-family,White,Female,equal to 0,40,England,0
33,Local-gov,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,50,United-States,1
21,State-gov,1,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,12,United-States,0
43,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,30,United-States,0
35,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
39,Local-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,35,United-States,1
19,Private,0,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,equal to 0,40,United-States,0
25,Private,0,Never-married,Other-service,Not-in-family,Black,Female,equal to 0,40,United-States,0
44,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,72,United-States,1
27,Private,1,Never-married,Craft-repair,Unmarried,White,Male,equal to 0,40,United-States,0
39,Private,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,40,United-States,1
69,Private,0,Never-married,Craft-repair,Other-relative,White,Male,equal to 0,40,United-States,0
34,Private,2,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,equal to 0,40,Philippines,0
20,Private,1,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,35,United-States,0
37,Private,0,Separated,Other-service,Unmarried,White,Female,equal to 0,40,United-States,0
43,Local-gov,2,Divorced,Prof-specialty,Own-child,White,Female,equal to 0,39,United-States,0
62,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,48,United-States,0
34,State-gov,3,Married-civ-spouse,Prof-specialty,Wife,Black,Female,equal to 0,40,United-States,1
31,Self-emp-not-inc,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,48,United-States,0
42,State-gov,4,Divorced,Prof-specialty,Not-in-family,White,Female,between 0 and 50K,60,United-States,1
26,Private,0,Divorced,Sales,Unmarried,White,Female,equal to 0,30,United-States,0
39,Private,1,Separated,Other-service,Unmarried,White,Female,equal to 0,75,United-States,0
25,Private,2,Never-married,Other-service,Own-child,White,Male,equal to 0,40,United-States,0
54,Local-gov,1,Married-civ-spouse,Transport-moving,Husband,Black,Male,equal to 0,30,United-States,0
44,State-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,60,United-States,1
34,State-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,38,United-States,1
21,Self-emp-inc,1,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,40,United-States,0
50,Private,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,55,United-States,0
33,Private,0,Never-married,Machine-op-inspct,Not-in-family,White,Male,equal to 0,40,United-States,0
40,Self-emp-inc,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,1
44,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
33,Local-gov,1,Divorced,Protective-serv,Not-in-family,White,Male,equal to 0,56,United-States,0
21,Local-gov,1,Never-married,Adm-clerical,Own-child,White,Male,equal to 0,40,United-States,0
35,Self-emp-not-inc,2,Never-married,Other-service,Not-in-family,Black,Female,equal to 0,60,United-States,0
43,Private,1,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,40,United-States,1
57,Private,0,Separated,Prof-specialty,Not-in-family,White,Male,equal to 0,30,United-States,0
51,Local-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,45,United-States,0
29,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
51,Local-gov,0,Separated,Protective-serv,Not-in-family,Black,Male,equal to 0,40,United-States,0
35,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
18,Private,0,Never-married,Sales,Own-child,White,Male,equal to 0,20,United-States,0
58,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,50,United-States,0
57,Self-emp-inc,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
19,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,20,United-States,0
37,Private,1,Separated,Other-service,Unmarried,White,Female,equal to 0,40,United-States,0
38,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,44,United-States,0
45,Private,1,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
27,Private,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,equal to 0,40,Cambodia,1
64,Private,0,Widowed,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
38,Local-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,72,United-States,0
30,Private,0,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,30,United-States,0
46,Private,2,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,0
18,Private,0,Never-married,Prof-specialty,Other-relative,White,Female,equal to 0,30,United-States,0
60,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,1
30,Private,0,Separated,Transport-moving,Not-in-family,White,Male,equal to 0,44,United-States,0
47,Private,1,Married-civ-spouse,Craft-repair,Husband,Black,Male,between 0 and 50K,40,United-States,1
39,Private,2,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
42,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,between 0 and 50K,45,United-States,1
27,Private,1,Divorced,Adm-clerical,Other-relative,White,Female,equal to 0,40,United-States,0
44,Private,1,Divorced,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
33,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
54,Private,2,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,50,United-States,1
58,Self-emp-not-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,35,United-States,0
45,Private,2,Never-married,Transport-moving,Not-in-family,White,Male,equal to 0,30,United-States,0
59,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,50,United-States,0
29,Private,1,Never-married,Priv-house-serv,Not-in-family,White,Female,equal to 0,50,United-States,0
27,Private,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,equal to 0,40,United-States,0
44,Private,3,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,20,United-States,1
44,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
33,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,70,United-States,1
27,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
33,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,55,United-States,1
55,Private,1,Divorced,Adm-clerical,Unmarried,Black,Female,equal to 0,40,United-States,0
32,Self-emp-not-inc,1,Married-civ-spouse,Prof-specialty,Husband,Other,Male,equal to 0,60,United-States,0
31,Private,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,45,United-States,0
57,Self-emp-inc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 99999,60,United-States,1
30,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,45,United-States,1
78,Private,0,Widowed,Prof-specialty,Not-in-family,White,Female,equal to 0,1,United-States,0
28,Private,2,Never-married,Sales,Not-in-family,White,Female,equal to 0,48,United-States,0
30,Self-emp-not-inc,1,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,between -50K and 0,40,South,0
29,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
66,Private,0,Never-married,Other-service,Other-relative,Black,Female,equal to 0,3,United-States,0
